id,brand,car_model,type,desc,problem,datetime,status
481641,东风雪铁龙,C4世嘉,2016款 1.6L 自动 豪华型,东风雪铁龙C4世嘉方向机总成间隙大抖动,"D80,D337,",2020-06-07,处理反馈
481635,上汽大众,途安,2015款 1.4T 手动 舒适版 5座,上汽大众途安车内异味希望厂家处理,"H185,",2020-06-07,信息审核
481634,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客汽油泵异响存安全隐患,"H78,",2020-06-07,信息审核
481632,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机卡顿承诺系统升级未兑现,"H134,L314,M279,",2020-06-07,处理反馈
481631,北京现代,悦纳,2020款 1.4L CVT 炫酷版GLS,北京现代悦纳前机盖内侧掉漆希望厂家处理,"H81,",2020-06-07,信息审核
481630,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6电瓶亏电导致发动机无法启动,"H146,",2020-06-07,处理反馈
481627,上汽集团,荣威Ei5,2018款 互联网豪华版,上汽荣威Ei5仪表提示自动驻车系统故障,"H170,",2020-06-07,处理反馈
481625,一汽-大众,速腾,2019款 200TSI 手动 舒适型 国VI,一汽大众速腾起步抬离合转速高希望厂家处理,"C65,C16,",2020-06-07,信息审核
481619,东南汽车,东南DX3,2017款 1.5T 手动 尊贵型,东南DX3正常行驶中发生自燃存在质量问题,"H40,",2020-06-07,信息审核
481616,上汽通用五菱,宝骏630,2011款 1.5L 手动 标准型,宝骏630底盘车门锈蚀严重脱落,"H79,",2020-06-07,处理反馈
481615,华晨宝马,宝马X3,2018款 xDrive28i M运动套装,华晨宝马X3水箱存在缺陷导致漏水严重,"A37,A191,H101,",2020-06-07,信息审核
481614,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯透镜发白影响夜间照明,"H82,",2020-06-07,处理反馈
481613,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳后排座椅下方燃油泵异响严重,"H78,",2020-06-07,处理反馈
481612,一汽-大众,迈腾,2017款 380TSI DSG 豪华型,一汽大众迈腾变速箱异响严重希望处理,"A9,B33,",2020-06-07,处理反馈
481608,众泰汽车,众泰SR7,2017款 1.5T CVT 魔方之梦版,众泰SR7半轴故障厂家一直无配件,"N318,",2020-06-07,用户评分
481607,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎有裂痕影响安全,"F100,",2020-06-07,处理反馈
481599,力帆汽车,力帆650EV,2018款 舒适型,力帆650EV维修配件长期缺货希望处理,"N318,",2020-06-07,信息审核
481598,一汽-大众奥迪,奥迪A6L,2012款 35 FSI CVT 舒适型,一汽奥迪A6L变速箱顿挫温度高 倒挡无力,"A191,B19,B334,",2020-06-07,信息审核
481596,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度启动困难希望得到解决,"A44,",2020-06-07,信息审核
481595,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身中控台异响厂家未回复,"H93,H15,",2020-06-07,信息审核
481594,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身与车内异响要求解决,"H164,H15,",2020-06-07,信息审核
481593,长安马自达,马自达CX-5,2015款 2.0L 自动 两驱 都市型,长安马自达CX-5变速箱顿挫下摆臂球头漏油,"B19,G210,",2020-06-07,处理反馈
481590,上汽通用五菱,五菱荣光V,2016款 1.2L 实用型,上汽通用五菱荣光V换挡时变速箱抖动,"B95,",2020-06-07,处理反馈
481588,一汽-大众,探岳,2019款 380TSI 四驱 旗舰型 国V,一汽大众探岳车灯通透性差车灯亮度低,"H82,",2020-06-07,处理反馈
481586,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取致雅型,一汽大众奥迪Q3天窗漏水维修后未解决,"H90,",2020-06-07,信息审核
481584,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,东风悦达起亚智跑内饰破损4S店拒绝质保,"H168,",2020-06-07,厂家受理
481579,宝马（进口）,宝马X5,2014款 xDrive35i 尊享型,进口宝马X5传动轴断裂导致变速箱壳体破损,"B77,G261,",2020-06-07,信息审核
481575,东风本田,哥瑞,2016款 1.5L 手动 经典版,东风本田哥瑞冷车启动发动机有打齿异响,"A9,",2020-06-07,处理反馈
481574,江铃福特,领界,2019款 EcoBoost 145 CVT 铂领型 国V,江铃福特领界方向盘不正行驶时向左跑偏,"D154,G117,",2020-06-07,处理反馈
481572,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动 两驱 豪华智联版 国V,哈弗H6 Coupe发动机起停功能无法使用,"H263,",2020-06-07,处理反馈
481571,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越挡位灯不亮与官方宣传不符,"M279,",2020-06-07,处理反馈
481570,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机系统升级承诺不兑现,"L313,M279,",2020-06-07,处理反馈
481568,力帆汽车,迈威,2017款 1.8L 手动 精英型,力帆迈威电子风扇线束烧蚀 散热风扇不转,"A191,",2020-06-07,信息审核
481567,北汽新能源,北汽新能源EC,2017款 EC200 灵动版,北汽新能源EC全车断电4S店不给交通补偿,"A346,H343,L314,",2020-06-07,用户评分
481565,吉利汽车,缤越,2019款 260T DCT Battle 运动款 国V,吉利缤越刹车异响车机系统问题与宣传不符,"E43,M279,",2020-06-07,处理反馈
481563,广汽三菱,欧蓝德,2018款 2.0L 两驱 嘉乐版 7座,广汽三菱欧蓝德轮毂表面涂层氧化,"H243,",2020-06-07,厂家受理
481559,广汽本田,皓影,2020款 240TURBO CVT 两驱 尊贵版,广汽本田皓影左前车门下围板有脱胶的现象,"H168,",2020-06-07,处理反馈
481557,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙天窗异响维修后未解决 ,"H89,",2020-06-07,信息审核
481553,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国VI,北京现代悦动多次往返店内维修要求厂家赔偿,"I293,J298,L314,",2020-06-07,信息审核
481550,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取致雅型,一汽大众奥迪Q3天窗漏水导致内饰浸湿,"H90,",2020-06-07,信息审核
481549,华晨鑫源,海狮X30L,2018款 1.5L 财富版 DLCG14,金杯海狮X30L车门掉漆缝隙大 离合踏板掉落	,"A114,C267,H81,H209,",2020-06-07,信息审核
481546,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸车内异味严重无法解决,"H185,",2020-06-07,信息审核
481544,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,一汽大众奥迪A4L车门异响 中控异响,"H72,H93,H197,",2020-06-07,信息审核
481543,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享豪华运动型,一汽大众奥迪Q5L行驶中车门锁不能锁止,"H197,",2020-06-07,信息审核
481541,东风本田,本田CR-V,2017款 240TURBO 自动 两驱 风尚版,东风本田CR-V雨天行驶中车辆失速,"A255,",2020-06-07,处理反馈
481540,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌转向时有异响要求尽快处理,"D59,",2020-06-07,处理反馈
481537,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱及B柱异响 中控异响,"H93,H15,",2020-06-07,处理反馈
481536,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念豪华版,广汽丰田凯美瑞两侧内球笼套有漏油的现象,"G161,",2020-06-07,处理反馈
481535,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞加速行驶时发动机有异响,"A9,",2020-06-07,处理反馈
481534,吉利汽车,星越,2019款 350T 耀星者,吉利星越中控车机卡顿操作不流畅 无法升级,"H134,L314,O348,",2020-06-07,处理反馈
481533,汉腾汽车,汉腾X7,2016款 2.0T DCT 尊享型,汉腾X7启动后变速箱异响行驶时变速箱顿挫,"B33,B19,",2020-06-07,厂家受理
481532,一汽丰田,锐志,2006款 2.5V 锐志 REIZ,一汽丰田锐志仪表台开裂 汽油泵异响,"H176,H78,",2020-06-07,信息审核
481531,东风标致,标致308,2018款 1.6L 自动 豪华版,东风标致308转向时喇叭自动开启,"H151,",2020-06-07,信息审核
481529,长城汽车,长城C50,2014款 1.5T 精英型,长城C50无法启动维修后无法解决,"H110,",2020-06-07,处理反馈
481525,东风乘用车,风神AX7,2017款 2.0L 智驭型,东风风神AX7电瓶更换后再次出现质量问题,"H146,I295,I282,",2020-06-07,信息审核
481520,林肯（进口）,林肯MKC,2019款 2.0T 两驱 尊享版 国V,林肯MKC新车中控屏黑屏死机车窗升降异响,"H134,H67,",2020-06-07,信息审核
481519,吉利汽车,帝豪,2017款 1.5L 手动 向上版 三厢 百万款,吉利帝豪GL转向异响存在安全隐患,"D59,",2020-06-07,处理反馈
481518,上汽大众,朗逸,2018款 1.5L 自动 风尚版 经典 国VI,上汽大众朗逸熄火后油箱异响厂家不解决,"H147,I295,",2020-06-07,信息审核
481517,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之心版,众泰SR9变速箱顿挫 发动机熄火无法启动,"A14,A44,B19,",2020-06-07,处理反馈
481514,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,吉利博越保险杠漆面出现开裂的现象,"H81,",2020-06-07,处理反馈
481512,广汽丰田,凯美瑞,2016款 2.0E 自动 十周年纪念精英版,广汽丰田凯美瑞半轴防尘套有漏油的现象,"G161,",2020-06-07,处理反馈
481510,长城汽车,哈弗H5,2016款 2.0T 四驱精英型 经典版,哈弗H5发动机怠速不稳 涡轮增压机漏油,"A163,A35,A189,",2020-06-07,处理反馈
481509,星途,星途TX,2019款 TXL 1.6T 两驱 钻石版,星途TX中控屏不亮 发动机无法启动,"A44,H134,",2020-06-07,信息审核
481508,上汽通用五菱,五菱荣光新卡,2019款 1.5L 双排 L3C,上汽通用五菱荣光新卡车身有生锈的现象,"H79,",2020-06-07,处理反馈
481506,猎豹汽车,猎豹CS10,2017款 2.0T 自动 豪华型,猎豹CS10车身异响 ABS传感器故障,"E74,H15,",2020-06-07,信息审核
481505,东风本田,本田CR-V,2017款 240TURBO 自动 两驱 风尚版,东风本田CR-V保养时4S店强制性购买燃油宝,"K325,",2020-06-07,处理反馈
481501,一汽丰田,RAV4荣放,2020款 2.5L CVT 两驱 精英版 双擎,一汽丰田RAV4荣放机油乳化增多无法解决,"A339,A13,",2020-06-07,信息审核
481497,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中B柱异响,"H15,I294,",2020-06-07,用户评分
481496,上汽大众,Polo,2019款 Plus 1.5L 自动 全景乐享版,上汽大众Polo高速行驶时变速箱故障灯亮,"B96,",2020-06-07,信息审核
481494,吉利新能源,博瑞新能源,2018款 1.5T PHEV 耀领版,吉利博瑞新能源电瓶亏电发动机无法启动,"H146,",2020-06-07,用户评分
481493,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶中B柱和中控台有异响,"H93,H15,",2020-06-07,用户评分
481492,吉利汽车,帝豪,2015款 1.5L CVT 向上版 三厢,吉利帝豪车门漆面鼓包而且生锈4S店不予保修,"H79,H81,",2020-06-07,处理反馈
481491,奇瑞汽车,瑞虎7,2017款 1.5T 自动 精英版 SPORT,奇瑞瑞虎7变速箱插头进水导致车辆无法行驶,"B334,",2020-06-07,用户评分
481490,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹中控台B柱和后备箱异响,"H93,H15,H68,",2020-06-07,用户评分
481488,东风标致,标致2008,2014款 1.6L 自动 潮流版,东风标致2008变速箱顿挫而且无法换挡,"B19,B20,",2020-06-07,处理反馈
481486,东风雷诺,科雷嘉,2017款 2.0L CVT 两驱 舒适版,东风雷诺科雷嘉行驶中动力不足严重顿挫,"B19,B20,",2020-06-07,信息审核
481485,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱B柱异响维修无法解决,"H15,",2020-06-07,用户评分
481482,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响 天窗异响,"H15,H89,",2020-06-07,用户评分
481481,东风小康,风光330,2014款 1.5L 舒适型,东风风光330下边梁严重生锈希望尽快处理,"H79,",2020-06-07,处理反馈
481480,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机卡顿 版本与宣传不符,"H155,L313,",2020-06-07,处理反馈
481479,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸车内异味处理后未解决,"H185,",2020-06-07,信息审核
481476,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸车内有异味甲醛严重超标	,"H185,",2020-06-07,信息审核
481475,吉利汽车,缤越,2019款 260T DCT 游侠 国VI 运动款,吉利缤越车窗异响 车机系统无法升级,"H72,O348,",2020-06-07,处理反馈
481469,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾变速箱异响邓禄普轮胎开裂,"B33,F100,",2020-06-07,处理反馈
481467,东风标致,标致308,2014款 乐享版 经典 1.6L 自动 优尚型,东风标致308行驶过程中变速箱顿挫故障灯亮,"B19,B96,",2020-06-07,用户评分
481466,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客前挡风玻璃自然开裂,"H113,",2020-06-07,用户评分
481465,江淮汽车,瑞风S3,2015款 1.5L 手动 豪华智能尊享版,江淮瑞风S3轮胎吃胎异常磨损 要求厂家处理,"G245,",2020-06-07,用户评分
481463,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机盖漏水导致涡轮增压器生锈,"H79,H109,",2020-06-07,处理反馈
481462,一汽丰田,亚洲龙,2019款 2.0L 豪华版 国VI,一汽丰田亚洲龙车窗密封条变形严重导致风噪,"H48,",2020-06-07,信息审核
481459,上汽大众,凌渡,2015款 230TSI DSG  风尚版,上汽大众凌渡车内异味严重4S店不解决,"H185,",2020-06-07,信息审核
481458,东风日产,骐达TIIDA,2019款 1.6L CVT 智尊版 国Ⅵ,东风日产骐达羊角及球头生锈腐蚀,"H79,I294,",2020-06-07,处理反馈
481457,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客刹车异响4S店否认质量问题,"E43,I292,",2020-06-07,处理反馈
481454,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾轮胎韩泰老化 方向盘异响,"D59,F100,",2020-06-07,处理反馈
481453,吉利汽车,博瑞,2016款 2.4L 舒适型,吉利博瑞发动机机油异常消耗维修未解决,"A63,",2020-06-07,处理反馈
481452,上汽集团,名爵6,2019款 20T 自动 Trophy 十周年版,上汽名爵6新车发动机排放故障灯亮,"A34,",2020-06-07,用户评分
481451,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE刹车抖动怠速抖动,"A24,E111,",2020-06-07,处理反馈
481450,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹内饰异响严重影响行车安全,"H164,",2020-06-07,处理反馈
481448,吉利汽车,缤越,2019款 260T DCT Battle 运动款 国V,吉利缤越天窗密封条多处老化破损,"H48,",2020-06-07,信息审核
481446,上汽通用五菱,五菱宏光V,2019款 1.5L 劲享版 国VI LAR,上汽通用五菱宏光V变速箱换挡异响,"B33,B69,",2020-06-07,信息审核
481438,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身B柱C柱异响明显,"H15,",2020-06-07,处理反馈
481437,汉腾汽车,汉腾X5,2018款 1.5T CVT 精英版,汉腾X5点火线圈损坏 行车电脑损坏,"H104,H240,",2020-06-07,厂家受理
481434,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响无法解决,"H15,",2020-06-07,处理反馈
481432,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL天窗塌陷而且下雨时漏水,"H90,",2020-06-07,处理反馈
481430,宝沃汽车,宝沃BX7,2016款 28T 四驱 旗舰版 5座,宝沃BX7售后人员隐瞒保险理赔金额,"L314,",2020-06-07,处理反馈
481429,广汽本田,雅阁,2016款 2.4L CVT 智睿版,广汽本田雅阁右侧日间行车灯不亮,"H82,",2020-06-07,处理反馈
481426,上汽斯柯达,速派,2018款 TSI280 DSG 舒适版 国V,斯柯达速派经销商修出新问题要求处理	,"J300,",2020-06-07,信息审核
481424,上汽斯柯达,柯迪亚克GT,2019款 TSI330 两驱 豪华版 国VI,斯柯达柯迪亚克GT开启空调时有异味,"H121,",2020-06-07,信息审核
481423,上汽大众,途昂,2017款 330TSI 两驱 豪华版,上汽大众途昂轮毂腐蚀严重4S店不予解决,"H243,I295,",2020-06-07,信息审核
481421,奇瑞汽车,捷途X90,2019款 1.5T 自动 尊享型 6座 国V,捷途X90车机系统无法升级变速箱无最高挡,"B20,O348,Q349,",2020-06-07,处理反馈
481420,东风雷诺,科雷嘉,2019款 SCe200 自动 两驱 智悦型 周年版 国V,东风雷诺科雷嘉EASYLINK车联网服务改为收费,"L313,M279,",2020-06-07,信息审核
481416,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹行驶中车身B柱异响,"H15,",2020-06-07,信息审核
481415,一汽奔腾,奔腾T77,2019款 230 TID 自动 豪华型 国V 改款,在毛豆新车网购买奔腾T77后发动机报警,"A34,",2020-06-07,信息审核
481412,众泰汽车,众泰T700,2017款 1.8T 双离合 尊享型,众泰T700变速箱P挡闪烁脱挡无法行驶,"B96,B246,",2020-06-07,处理反馈
481411,东风本田,本田XR-V,2017款 1.5L LXi CVT 经典版,东风本田XR-V更换电磁阀后加速异响,"J300,",2020-06-07,处理反馈
481410,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越发动机故障灯亮 加速时车身抖动,"A24,A34,",2020-06-07,信息审核
481408,东风悦达起亚,智跑,2012款 2.0L 自动 四驱 GLS,东风悦达起亚智跑发动机缸体全部出现拉缸,"A329,",2020-06-07,信息审核
481407,吉利汽车,帝豪GL,2017款 1.3T 自动 精英型,吉利帝豪GL发动机抖动 变速箱顿挫异响,"A9,B33,B19,",2020-06-07,处理反馈
481406,奔驰（进口）,奔驰S级,2019款 S 450 L 4MATIC,奔驰S级轮毂开裂 4S店拖延不处理,"H243,I295,I282,",2020-06-07,信息审核
481405,长城汽车,哈弗H2,2017款 1.5T 手动 两驱豪华型 红标,哈弗H2水温正常后发动机怠速抖动,"A24,",2020-06-07,处理反馈
481404,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响 ABC柱异响,"H15,",2020-06-07,用户评分
481402,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿 实际配置与宣传不符,"H155,M279,",2020-06-07,处理反馈
481399,华晨中华,中华V7,2018款 280T DCT 豪华型 5座,中华V7主驾驶密封条变形4S店无配件,"H48,N318,",2020-06-07,信息审核
481398,一汽-大众,宝来,2020款 1.5L 自动 精英型,一汽大众宝来加速时发动机出现爆震,"A18,",2020-06-07,处理反馈
481396,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹ABC柱异响 中控异响,"H93,H15,",2020-06-07,处理反馈
481392,广汽本田,锋范经典,2009款 锋范 1.5 手动 精英版,广汽本田锋范转向助力沉重要求厂家召回,"D156,",2020-06-06,处理反馈
481391,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 R-Line Pro,一汽大众探歌手动模式降挡时异响严重,"B33,",2020-06-06,处理反馈
481389,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台异响 车身异响,"H93,H15,",2020-06-06,处理反馈
481387,广汽三菱,欧蓝德,2019款 2.4L 四驱 致享版 7座 国VI,广汽三菱欧蓝德加速无力 脱挡卡顿,"A163,B246,",2020-06-06,厂家受理
481386,吉利汽车,缤越,2020款 PRO 260T DCT Battle,吉利缤越车门漏风 车机系统版本与宣传不符,"E43,H144,M279,",2020-06-06,处理反馈
481385,吉利汽车,博瑞,2015款 1.8T 尊贵型,吉利博瑞分离泵异响刹车时方向抖动,"D80,E43,E111,",2020-06-06,处理反馈
481384,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国Ⅵ,一汽大众探岳大灯有白雾夜晚亮度不足,"H82,",2020-06-06,处理反馈
481383,一汽-大众,速腾,2017款 1.6L 手动 舒适型,一汽大众速腾变速箱异响 左右半轴漏油,"B33,G51,",2020-06-06,处理反馈
481379,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响ABC柱异响,"H15,",2020-06-06,用户评分
481377,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选致雅型,一汽大众奥迪A6L变速箱故障灯亮无法行驶,"B96,B334,",2020-06-06,信息审核
481374,一汽-大众,迈腾,2020款 380TSI DSG 豪华型,一汽大众迈腾车联网功能失灵无法正常使用,"H155,",2020-06-06,用户评分
481373,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统与厂家宣传不符欺骗消费者,"M279,",2020-06-06,信息审核
481369,北京现代,名图,2019款 1.6T 自动 旗舰型TOP 国VI,北京现代名图车门保护焊点穿孔质量差	,"H79,",2020-06-06,信息审核
481366,吉利新能源,帝豪新能源,2018款 EV450 精英型,吉利帝豪新能源慢充无法充电存在质量问题,"H340,",2020-06-06,处理反馈
481365,吉利汽车,嘉际,2019款 1.8TD 自动 悦享型,吉利嘉际导航地图老旧 备胎异常磨损,"H21,H157,M279,",2020-06-06,信息审核
481362,领克汽车,领克02,2018款 1.5T DCT 两驱 耀Pro版 国V,领克02大灯灯罩内部出现开裂的现象,"H220,",2020-06-06,处理反馈
481361,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉变速箱异响 车门下沉,"A24,B33,H149,M279,",2020-06-06,处理反馈
481360,东风标致,标致5008,2019款 380THP 精英版 7座,东风标致5008主驾驶侧座椅晃动 维修未解决,"H169,",2020-06-06,处理反馈
481359,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸车内一直有异味而且无法去除	,"H185,",2020-06-06,信息审核
481357,长城汽车,哈弗M6,2019款 1.5T 手动 两驱 精英型 国V,哈弗M6中控台内部钢管生锈 车身异响 跑偏,"G117,H79,H15,",2020-06-06,用户评分
481356,上汽斯柯达,速派,2016款 TSI330 DSG 创行版,斯柯达速派变速箱机电单元故障要求解决,"B84,",2020-06-06,信息审核
481355,吉利汽车,星越,2019款 改款 350T 驭星者AWD,吉利星越倒车影像失灵 车机卡顿与宣传不符,"H134,M279,",2020-06-06,处理反馈
481354,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国VI,一汽马自达阿特兹行驶时中控台和转向有异响,"D59,H101,H72,",2020-06-06,处理反馈
481353,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越散热风扇不转导致发动机拉缸,"A191,A329,",2020-06-06,处理反馈
481351,上汽大众,桑塔纳,2019款 1.5L 手动 风尚版 国VI,上汽大众桑塔纳起步打方向盘时有异响,"D59,",2020-06-06,信息审核
481349,东风风行,风行T5L,2020款 1.5T 自动 豪华型 5座 国VI,东风风行T5L行驶过程中发动机熄火故障灯亮,"A34,A14,",2020-06-06,处理反馈
481348,北京现代,领动,2018款 1.6L 自动 15周年特别版,北京现代领动车身漏水多次维修未解决,"H109,",2020-06-06,信息审核
481347,江淮汽车,江淮iEVS4,2019款 豪华智享型,江淮iEVS4高压电池报警维修使用旧件,"H343,N316,",2020-06-06,处理反馈
481346,江淮汽车,瑞风M3,2019款 宜家版 1.8L 豪华 智能型,江淮瑞风M3行驶时跑偏轮胎异常磨损,"G245,G117,I295,",2020-06-06,处理反馈
481344,奇瑞新能源,奇瑞eQ,2015款 舒适型,奇瑞eQ电路故障导致无法行驶希望处理	,"H110,",2020-06-06,厂家受理
481343,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱和车门出现异响,"H72,H15,",2020-06-06,处理反馈
481340,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408风扇电阻故障要求厂家召回,"A191,",2020-06-06,处理反馈
481339,东风本田,本田XR-V,2017款 1.5L LXi CVT 经典版,东风本田XR-V副驾驶座椅底部有焊接痕迹,"M284,",2020-06-06,处理反馈
481337,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统卡顿黑屏死机与宣传不符,"H134,L314,M279,",2020-06-06,处理反馈
481325,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿死机反应延迟,"H134,L314,",2020-06-06,处理反馈
481321,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挂R挡倒车会有异响希望解决,"B33,",2020-06-06,处理反馈
481320,领克汽车,领克01,2019款 2.0T 两驱 耀Pro版 国VI,领克01行驶中油门踏板抖动影响驾驶体验,"A174,",2020-06-06,处理反馈
481319,东风标致,标致408,2014款 1.6T 自动 至尊版,东风标致408发动机故障灯亮怠速抖动,"A34,A35,H271,",2020-06-06,处理反馈
481318,长安汽车,长安欧尚X7,2020款 1.5T 自动 豪华型,长安欧尚X7变速箱异响顿挫 底盘异响,"B33,B19,G56,H164,",2020-06-06,厂家受理
481317,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 豪华型 三厢,长安马自达昂克赛拉导航屏幕有开胶的现象,"H134,",2020-06-06,处理反馈
481316,东风乘用车,奕炫,2020款 200T 自动 炫目版,东风风神奕炫行驶过程中车辆向右侧跑偏,"G117,",2020-06-06,信息审核
481315,上汽大众,凌渡,2017款 230TSI DSG 风尚版,上汽大众凌渡换挡机构故障变速箱故障灯亮,"B96,B184,",2020-06-06,厂家受理
481311,长安铃木,启悦,2015款 1.6L 自动 乐享型,长安铃木启悦后备箱支撑杆连接轴损坏,"H68,",2020-06-06,厂家受理
481310,吉利汽车,帝豪GS,2016款 1.8L 手动 领尚型 运动版,吉利帝豪GS分离轴承存在缺陷存在安全隐患,"C267,",2020-06-06,处理反馈
481304,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越新车左转向半轴有严重异响,"G204,",2020-06-06,处理反馈
481303,开瑞汽车,优优EV,2018款 40kWh磷酸铁锂动力电池组车型,开瑞优优EV动力电池延保政策不兑现,"L314,",2020-06-06,处理反馈
481302,吉利汽车,帝豪GL,2017款 1.3T 自动 旗舰型,吉利帝豪GL座椅倾斜 自适应巡航故障,"H169,H253,",2020-06-06,处理反馈
481301,东风标致,标致4008,2018款 350THP 精英版,东风标致4008方向盘异响 天窗漏水,"D59,H90,",2020-06-06,信息审核
481300,长安汽车,悦翔,2010款 1.5 自动 舒适型 两厢,长安悦翔底盘侧裙严重生锈希望尽快处理,"H79,",2020-06-06,处理反馈
481296,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L正常行驶中变速箱突然失灵,"B84,",2020-06-06,信息审核
481292,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾变速箱刹车中控台异响,"B33,B19,E43,H164,H93,H89,",2020-06-06,处理反馈
481291,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾车机系统卡顿Carplay连接失败,"H134,H155,",2020-06-06,用户评分
481290,长安汽车,睿骋CC,2018款 1.5T 自动 豪雅型光芒版 国V,长安睿骋CC后视镜折叠后松垮希望厂家处理,"H211,",2020-06-06,处理反馈
481289,北京奔驰,奔驰GLK,2014款 260 4MATIC 自动 动感型,北京奔驰GLK踩油门加速时发动机异响,"A9,",2020-06-06,信息审核
481288,雷克萨斯,雷克萨斯LS,2006款 4.6  自动,雷克萨斯LS仪表盘胶皮开裂并且出油,"H176,",2020-06-06,厂家受理
