id,brand,car_model,type,desc,problem,datetime,status
484100,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机卡顿版本与宣传不符,"H155,M279,",2020-06-14,处理反馈
484099,吉利汽车,缤越,2019款 260T DCT 游侠 国V,吉利缤越主驾驶车窗漏风 车机版本老旧,"H144,L314,",2020-06-14,用户评分
484096,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越贷款购车经销商低配车型当高配卖,"M280,",2020-06-14,信息审核
484095,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,吉利缤越车机系统卡顿厂家拒绝升级,"H81,H155,H144,L314,",2020-06-14,处理反馈
484092,众泰汽车,众泰T700,2017款 2.0T 自动 尊贵型,众泰T700后悬架异响严重希望解决,"G204,",2020-06-14,处理反馈
484091,一汽-大众奥迪,奥迪A3,2014款 Limousine 1.4T 双离合 进取型,一汽大众奥迪A3变速箱故障行驶中失去动力,"B334,B84,",2020-06-14,信息审核
484090,上汽集团,荣威Ei5,2018款 互联网旗舰版,上汽荣威Ei5自动手刹故障无法解锁,"E159,",2020-06-14,处理反馈
484089,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱C柱异响严重,"H15,",2020-06-14,信息审核
484088,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统升级后仍与厂家宣传不符,"M279,O348,",2020-06-14,处理反馈
484086,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,广汽本田缤智发动机启动困难希望解决,"A44,",2020-06-14,处理反馈
484085,广汽本田,雅阁,2018款 2.0L 锐智版 锐·混动 国V,广汽本田雅阁Carplay使用过程中死机,"H155,",2020-06-14,处理反馈
484084,华晨宝马,宝马3系,2020款 325Li M运动套装,华晨宝马3系发动机故障灯亮压力阀需要更换,"A34,",2020-06-14,信息审核
484082,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹4S店不给处理异响问题,"I295,I282,",2020-06-14,信息审核
484081,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动变速箱脱挡异响要求延保,"B33,B246,",2020-06-14,信息审核
484080,上汽集团,名爵ZS,2020款 260TGI 自动 Trophy Plus L2+,上汽名爵ZS发动机异响 方向盘按键故障,"A9,A34,B69,H134,H31,",2020-06-14,处理反馈
484077,一汽丰田,皇冠,2018款 2.0T 精英版,一汽丰田皇冠多个故障灯点亮要求处理,"H110,",2020-06-14,信息审核
484075,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹B柱 中控台异响,"H93,H15,",2020-06-14,信息审核
484072,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,吉利缤越4S店安装原车挡泥板擅自损坏车体,"J299,O305,",2020-06-14,信息审核
484070,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶时AB柱和顶棚异响,"H15,",2020-06-14,信息审核
484069,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5雨刮器处漏水增压器生锈 刹车异响,"E43,H79,H109,",2020-06-14,信息审核
484068,广汽本田,缤智,2017款 1.5L 手动 两驱 舒适型,广汽本田缤智空调压缩机频繁启停影响使用,"H101,",2020-06-14,处理反馈
484061,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹仪表台 两侧B柱C柱异响,"H93,H15,",2020-06-14,信息审核
484059,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中B柱异响,"H15,",2020-06-14,信息审核
484058,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱及B柱异响 中控异响		,"H93,H15,H89,",2020-06-14,信息审核
484057,广汽本田,雅阁,2016款 2.0L CVT 舒享版,广汽本田雅阁后尾箱内部生锈要求解决,"H79,",2020-06-14,处理反馈
484053,上汽大众,途观,2012款 1.4TSI 手动 两驱 都会版,上汽大众途观4S店用外采件充当原装配件,"N319,",2020-06-14,信息审核
484052,一汽吉林,森雅R7,2017款 1.6L 自动 智能型,一汽吉林森雅R7电脑板损坏发动机无法启动,"A44,",2020-06-14,信息审核
484051,Jeep（进口）,自由客,2014款 2.0L 自动 运动版,进口Jeep自由客车辆内部异味严重,"H185,",2020-06-14,信息审核
484050,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱异响 内饰皮质开裂,"H168,H15,H157,",2020-06-14,信息审核
484049,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,东风雪铁龙C4L高压油泵损坏 节温器故障,"A37,A191,A221,H78,",2020-06-14,处理反馈
484047,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身B柱及刹车踏板异响,"E43,H164,H15,H89,",2020-06-14,信息审核
484044,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车身异响颠簸路中控台异响,"H93,H15,",2020-06-14,信息审核
484043,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响维修后问题未解决,"H15,J300,J303,",2020-06-14,信息审核
484041,上汽斯柯达,昊锐,2009款 2.0TSI 自动 尊雅版,斯柯达昊锐车内异味严重无法消除影响健康,"H185,",2020-06-14,信息审核
484040,北京越野,北京BJ20,2018款 1.5T 手动 豪华型,北京BJ20主驾驶座椅升降失灵 维修无配件,"H169,N318,",2020-06-14,处理反馈
484038,北汽新能源,北汽新能源EU5,2018款 R550 智潮版,北汽新能源EU5经销商私自更换充电桩品牌,"L314,",2020-06-14,处理反馈
484035,一汽-大众,宝来,2019款 改款 1.5L 自动 精英型 国V,一汽大众宝来红绿灯起步时有被追尾的感觉,"A24,",2020-06-14,厂家受理
484033,上汽斯柯达,Yeti,2016款 1.4TSI DSG 前行版,斯柯达Yeti车内异味过重要求厂家赔偿,"H185,",2020-06-14,信息审核
484032,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动中控显示屏死机无法切断电源,"H134,",2020-06-14,信息审核
484028,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408空调不制冷存在质量问题,"H101,",2020-06-14,处理反馈
484024,东风悦达起亚,K5凯酷,2016款 2.0L hybrid PRM,东风悦达起亚K5凯酷电瓶鼓包漏液,"H146,",2020-06-14,信息审核
484023,广汽丰田,凯美瑞,2018款 2.5HQ E-CVT 旗舰版,广汽丰田凯美瑞发动机机油增多 起步异响,"A9,A63,",2020-06-14,信息审核
484022,吉利汽车,远景X6,2016款 1.3T CVT 旗舰型,吉利远景X6 ESC故障灯亮 变速箱故障灯亮,"B96,H170,",2020-06-14,处理反馈
484021,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 豪华版,东风雪铁龙C4L汽油泵故障油表显示不准确,"H78,",2020-06-14,处理反馈
484020,一汽-大众奥迪,奥迪A6L,2014款 TFSI  CVT 标准型,一汽大众奥迪A6L前机盖起泡生锈车内异味,"H79,H185,H81,",2020-06-14,信息审核
484019,大乘汽车,大乘G70S,2019款 2.0T 自动 尊贵型,大乘G70S免费保养承诺不兑现要求补差价,"K307,L314,",2020-06-14,信息审核
484018,一汽吉林,森雅R7,2017款 1.6L 手动 豪华型,一汽吉林森雅R7导航主机故障 厂家不发货,"H21,N318,",2020-06-14,信息审核
484014,江铃汽车,驭胜S330,2016款 1.5L GTDi  自动 两驱 旗舰版,江铃驭胜S330变速箱顿挫 漏油质量差,"B19,B22,",2020-06-14,信息审核
484013,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸发动机爆震 变速箱异响,"A18,B33,",2020-06-14,信息审核
484011,林肯（进口）,林肯MKX,2017款 2.0T 两驱 尊享版,林肯MKX转向助力多次故障维修未解决,"D57,J298,",2020-06-14,信息审核
484010,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408轮毂氧化锈蚀影响车辆使用,"H243,",2020-06-14,信息审核
484008,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱和车内异响,"H164,H15,",2020-06-14,信息审核
484004,东风日产,天籁,2019款 2.0T XL 智领版,东风日产天籁油箱异响 色差明显做工粗糙,"H134,H93,H147,H201,",2020-06-14,处理反馈
484003,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车身异响严重希望处理,"H15,",2020-06-14,信息审核
484001,长安马自达,马自达CX-5,2017款 2.0L 自动 两驱 智享型 国V,长安马自达CX-5变速箱油封更换后再次漏油,"B22,",2020-06-14,信息审核
484000,北京现代,领动,2019款 1.5L CVT 智炫·精英型,北京现代领动减震器配件一直缺货,"N318,N320,",2020-06-14,信息审核
483999,奇瑞汽车,奇瑞E3,2015款 1.5L 风尚型,奇瑞E3空调插接器接触不良鼓风机无法运转,"H101,",2020-06-14,处理反馈
483998,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿与宣传不符,"H134,M279,",2020-06-14,处理反馈
483992,东风标致,标致4008,2017款 350THP 豪华版,东风标致4008发动机抖动冒烟维修未解决,"A24,A114,J303,",2020-06-14,处理反馈
483991,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L空调吹热风 冷却液温度报警,"A191,H101,",2020-06-14,处理反馈
483990,上汽斯柯达,柯迪亚克,2019款 TSI330 两驱 舒适版 5座 国V,斯柯达柯迪亚克变速箱升降挡颠簸路异响,"B33,",2020-06-14,信息审核
483989,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机死机软硬件和宣传不相符,"H134,M279,",2020-06-14,处理反馈
483988,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4经销商出售故障车要求处理,"M284,",2020-06-14,信息审核
483987,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9售后不解决问题 维修无配件,"I295,N318,",2020-06-14,处理反馈
483984,东南汽车,东南DX3,2016款 1.5L 手动 旗舰型,东南DX3方向管柱异响 4S店拒绝索赔,"D59,I297,",2020-06-14,厂家受理
483982,东风悦达起亚,K5凯酷,2012款 2.0L 自动 DLX,东风悦达起亚K5凯酷发动机拉缸引起异响,"A9,A329,",2020-06-14,厂家受理
483980,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,吉利缤越A柱漏风 车机卡顿 升级承诺不兑现,"H134,H144,L314,",2020-06-14,处理反馈
483979,海马汽车,海马8S,2019款 1.6TGDI 自动 潮版,海马8S经销商换购补贴承诺一直不兑现,"L313,",2020-06-14,信息审核
483976,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机卡顿要求厂家提供升级服务,"H134,M279,",2020-06-14,处理反馈
483975,一汽解放,虎V,厢式货车,一汽解放虎V新车未提车电路总成损坏,"H110,",2020-06-14,信息审核
483974,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车身AB柱及中控异响严重,"H93,H15,",2020-06-14,信息审核
483973,广汽本田,皓影,2020款 240TURBO CVT 四驱 尊享版,广汽本田皓影发动机舱进泥水疑似设计缺陷,"Q322,",2020-06-14,处理反馈
483970,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹AB柱及顶棚异响,"H15,",2020-06-14,信息审核
483969,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动耐克森轮胎鼓包质量差,"F39,",2020-06-14,处理反馈
483967,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机系统卡顿要求免费更换,"H134,",2020-06-14,处理反馈
483965,一汽-大众,高尔夫,2019款 280TSI DSG R-Line型 国VI,一汽大众高尔夫变速箱 方向盘 油门踏板异响,"B33,D59,H164,",2020-06-14,处理反馈
483962,MINI,MINI CLUBMAN,2019款 1.5T COOPER 鉴赏家,MINI CLUBMAN行驶中普利司通轮胎爆胎,"F130,",2020-06-14,信息审核
483961,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统卡顿升级服务未兑现,"H134,M279,",2020-06-14,处理反馈
483960,吉利汽车,帝豪GS,2016款 1.8L 自动 领尚型 优雅版,吉利帝豪GS出保前检查及质保期内索赔收费,"K307,",2020-06-14,处理反馈
483959,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹导航连接手机失灵,"H15,H155,",2020-06-14,信息审核
483958,海马汽车,海马S5青春版,2017款 1.6L 手动 豪华型,海马S5青春版发动机抖动要求厂家处理,"A24,I295,O326,",2020-06-14,信息审核
483955,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞前轮左右半轴渗油严重,"G161,",2020-06-14,信息审核
483952,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉车身侧裙凹槽处变色,"H81,",2020-06-14,信息审核
483951,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁中控黑屏 窗门异响 油箱异响,"H134,H72,H147,",2020-06-14,处理反馈
483946,广汽菲克Jeep,大指挥官,2018款 2.0T 四驱 悦享版 国VI,广汽菲克Jeep大指挥官售后拖延不解决问题,"I295,I282,O305,",2020-06-14,信息审核
483945,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响4S店不解决处理,"H15,I295,",2020-06-14,信息审核
483941,吉利汽车,博越,2020款 1.8TD DCT 智联PRO,吉利博越厂家减配USB接口无法安装记录仪,"Q350,",2020-06-14,信息审核
483940,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁发动机故障灯亮 抖动严重,"A24,A34,",2020-06-14,处理反馈
483939,吉利汽车,缤瑞,2019款 200T DCT 缤致版,吉利缤瑞变速箱异响 车机无法呼出智能助手,"B33,H134,H164,H15,",2020-06-14,处理反馈
483937,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾空调冷凝水排水设计不合理,"H101,",2020-06-13,处理反馈
483936,猎豹汽车,猎豹CS9,2017款 1.5L CVT 精英型,猎豹CS9发动机水温过高存在质量问题,"A191,",2020-06-13,信息审核
483935,东风日产,逍客,2017款 2.0L CVT 智享版 国VI,东风日产逍客变速箱漏油越发严重,"B22,",2020-06-13,处理反馈
483934,上汽集团,名爵ZS,2020款 180DVVT 自动 Lite,上汽名爵ZS中控屏幕倒车时不亮希望解决,"H134,",2020-06-13,处理反馈
483932,广汽本田,冠道,2019款 240TURBO 两驱 精英版,广汽本田冠道高速行驶突然熄火没有动力,"A14,",2020-06-13,处理反馈
483931,江铃汽车,域虎3,2018款 2.5T 两驱 进取版 标准轴距 柴油,江铃域虎3多次维修未解决问题要求换车,"J298,",2020-06-13,信息审核
483929,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4中控台 A柱 B柱异响,"H164,H93,H15,",2020-06-13,信息审核
483925,上汽集团,名爵6,2017款 20T 自动 豪华智联版 国V,上汽名爵6高频喇叭不响更换后未解决,"H151,",2020-06-13,处理反馈
483924,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越悬挂处漏油 门窗漏风 车机不能升级,"G25,H144,L314,",2020-06-13,处理反馈
483923,广汽丰田,雷凌,2019款 双擎 1.8H CVT 豪华版 国V,广汽丰田雷凌发动机机油增多希望处理问题,"A339,",2020-06-13,信息审核
483920,长城汽车,哈弗H2,2016款 1.5T 自动 两驱豪华型,哈弗H2发动机渗油多次返修没有解决,"A12,J298,",2020-06-13,处理反馈
483919,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉变速器质量问题在4S店报废,"B19,",2020-06-13,信息审核
483918,吉利汽车,吉利EC8,2013款 2.0L 手动 精英型,吉利EC8温度高时仪表盘上字迹显示模糊,"H202,",2020-06-13,处理反馈
483916,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱异响希望厂家解决,"H15,",2020-06-13,信息审核
483915,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越4S店收取高额拆检费希望解决,"K307,",2020-06-13,厂家受理
483913,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱 C柱 中控大屏异响,"H72,H93,H15,",2020-06-13,信息审核
483912,上汽集团,名爵6,2017款 20T 自动 Trophy尊享互联网版 国V,上汽名爵6方向盘异响 双离合变速箱顿挫,"B19,D59,",2020-06-13,处理反馈
483909,北京奔驰,奔驰C级,2020款 C 260 L 运动版,北京奔驰C级发动机抖动严重 故障灯亮,"A24,A34,",2020-06-13,信息审核
483908,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁转向及发动机异响 变速箱顿挫,"A9,B19,D59,E43,E159,H68,H144,",2020-06-13,处理反馈
483905,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹转向机异响要求尽快解决,"D59,",2020-06-13,信息审核
483903,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机卡顿与厂家宣传不一致,"H134,M279,",2020-06-13,用户评分
483901,北京现代,名图,2017款 1.8L 自动 尊贵型 DLX 国V,北京现代名图解锁后右后视镜无法展开,"H211,",2020-06-13,信息审核
483899,奇瑞新能源,瑞虎e,2019款 行享版,奇瑞瑞虎e续航不足 刹车异响 无法保养车辆,"E43,H344,O326,",2020-06-13,厂家受理
483896,上汽通用五菱,宝骏310W,2017款 1.5L 手动 时尚型 国V,宝骏310W锦湖轮胎脱皮存在质量问题,"F186,",2020-06-13,厂家受理
483894,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国V,上汽大众凌渡变速箱拖挡 挂挡打齿严重,"B33,B69,",2020-06-13,信息审核
483892,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车内大面积异响要求处理,"H72,H93,H15,",2020-06-13,信息审核
483889,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位指示灯与厂家宣传不符,"M279,",2020-06-13,处理反馈
483883,一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 时尚型 国VI,一汽大众奥迪A3中控台 A柱 前挡风玻璃异响,"B19,H72,H93,H15,",2020-06-13,信息审核
483882,江铃汽车,驭胜S330,2016款 1.5L GTDi  自动 两驱 旗舰版,江铃驭胜S330天窗生锈漏水 大灯开关故障,"G52,H79,H72,H90,H71,",2020-06-13,信息审核
483881,一汽-大众,速腾,2018款 1.6L 手动 舒适型,一汽大众速腾佳通轮胎表面出现裂纹,"F100,",2020-06-13,处理反馈
483880,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱机电模块故障要求解决,"B84,",2020-06-13,处理反馈
483878,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿 影音系统故障,"H134,M279,",2020-06-13,厂家受理
483877,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响 售后拖延不解决,"H15,I282,",2020-06-13,信息审核
483874,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越经销商售后服务态度极差要求解决,"I293,",2020-06-13,厂家受理
483873,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹AB柱及中控台异响严重,"H93,H15,H89,",2020-06-13,信息审核
483871,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁钥匙亏电4S店不检测是否漏电,"J299,",2020-06-13,处理反馈
483868,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,东风悦达起亚K3打方向时存在严重异响,"D59,",2020-06-13,处理反馈
483867,上汽集团,荣威i6新能源,2017款 45T 混动 互联智享版,上汽荣威i6新能源行驶中无动力加油不走,"A341,",2020-06-13,处理反馈
483866,长安汽车,长安CS55,2017款 1.5T 手动 炫动型,长安CS55变速器卡顿异响影响正常驾驶,"B33,B77,",2020-06-13,处理反馈
483865,东风雪铁龙,雪铁龙C6,2017款 380THP 尊贵型,东风雪铁龙C6天窗异响 测距雷达故障要收费,"H89,K307,",2020-06-13,处理反馈
483860,一汽马自达,阿特兹,2017款 2.5L 蓝天运动版,一汽马自达阿特兹方向机异响维修未解决,"D59,D265,J298,",2020-06-13,信息审核
483857,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L方向盘抖动 发动机烧机油,"A34,A63,D80,",2020-06-13,处理反馈
483856,一汽马自达,马自达CX-4,2016款 2.0L 自动 两驱蓝天品位版,一汽马自达CX-4中控及扶手箱异响,"H164,H93,",2020-06-13,信息审核
483852,东风标致,标致308,2014款 乐享版 经典 1.6L 自动 风尚型,东风标致308油表不准希望厂家处理问题,"H202,",2020-06-13,处理反馈
483851,吉利汽车,远景,2018款 1.5L 自动 幸福版,吉利远景发动机皮带轮附近有异响,"A9,",2020-06-13,厂家受理
483850,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国VI,广汽本田雅阁发动机漏油未给出解决方案,"A12,",2020-06-13,处理反馈
483849,吉利汽车,星越,2020款 350T 魅影骑士版AWD,吉利星越车机系统卡顿升级服务未兑现,"H155,L314,O348,",2020-06-13,处理反馈
483847,吉利汽车,帝豪GL,2017款 1.8L 自动 精英型,吉利帝豪GL右后刹车灯进水雾影响照明,"H88,",2020-06-13,厂家受理
483846,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱挂挡无法加速要求解决,"B334,",2020-06-13,处理反馈
483844,东风雪铁龙,雪铁龙C6,2017款 350THP 豪华型,东风雪铁龙C6涡轮增压进气管脱落厂家不解决,"A189,",2020-06-13,信息审核
483842,一汽-大众奥迪,奥迪A4L,2015款 2.0T CVT 自动 舒适型,一汽大众奥迪A4L防冻液壶破裂要求更换,"H168,",2020-06-13,信息审核
483841,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸变速箱脱挡右前车门掉漆	,"B33,B246,H81,",2020-06-13,信息审核
483840,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 精英型,奇瑞瑞虎8经销商赠送保养承诺不兑现,"L313,",2020-06-13,处理反馈
483839,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内多处异响希望尽快处理,"H164,",2020-06-13,信息审核
483832,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符 车辆无机油尺,"M279,Q322,",2020-06-13,处理反馈
483829,一汽红旗,红旗H5,2019款 30TD 灵动版,红旗H5车辆被4S店员工剐蹭掉漆希望处理,"I295,I293,J300,",2020-06-13,信息审核
483827,广汽本田,飞度,2018款 1.5L CVT 舒适天窗版,广汽本田飞度发动机异响希望尽快处理,"A9,",2020-06-13,处理反馈
483825,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁变速箱漏油 发动机烧机油,"A63,B22,D58,",2020-06-13,处理反馈
483824,长城汽车,哈弗H7,2016款 2.0T 精英型,哈弗H7经销商出售库存车要求厂家解决,"M283,",2020-06-13,处理反馈
483822,华晨中华,中华V7,2018款 280T DCT 尊贵型 5座,华晨中华V7经销商无配件希望尽快处理,"N318,",2020-06-13,信息审核
483820,众泰汽车,众泰SR7,2017款 1.5T 手动 魔方之梦版,众泰SR7副驾驶气囊异响 手套箱异响,"H164,",2020-06-13,处理反馈
483819,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,东风雪铁龙C4L转向柱松动4S 店不予免费处理,"D337,I297,",2020-06-13,处理反馈
483818,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机卡顿承诺升级系统不兑现,"H134,L314,O348,",2020-06-13,处理反馈
483817,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶过程中B柱和C柱有异响,"H15,",2020-06-13,信息审核
483816,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿死机无法正常使用,"H134,H155,",2020-06-13,处理反馈
483813,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4副驾驶侧B柱和C柱有异响,"H164,H15,",2020-06-13,信息审核
483812,领克汽车,领克01,2017款 2.0T 双离合 四驱 时间限量版,领克01行驶中突然断电发动机无法启动,"A44,H110,",2020-06-13,用户评分
483805,比亚迪,速锐,2012款 1.5TID 自动 旗舰型,比亚迪速锐行驶中方向盘抖动 转向失去助力,"D80,D156,",2020-06-13,处理反馈
483795,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4中控台异响 A柱及B柱异响	,"H164,H93,",2020-06-13,信息审核
483794,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6左侧后视镜异响4S店维修使用旧件,"H211,N316,",2020-06-13,处理反馈
483790,华晨宝马,宝马X3,2019款 xDrive28i M运动套装,华晨宝马X3蒸发器损坏导致空调不制冷,"H101,",2020-06-13,信息审核
483789,东风标致,标致308,2016款 230THP 自动 豪华版,东风标致308发动机熄火启动困难故障灯亮,"A34,A14,A44,",2020-06-13,处理反馈
483784,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台与BC柱异响,"H164,H93,",2020-06-13,信息审核
483783,一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 进取型 国VI,一汽大众奥迪A3经销商不退订金要求处理,"K309,",2020-06-13,信息审核
483776,长安汽车,长安CS35,2016款 1.6L 自动 豪华型 国V,长安CS35开空调发动机噪音大要求处理,"A38,",2020-06-13,处理反馈
483775,北京现代,索纳塔九,2015款 2.4L 自动  TOP旗舰型,北京现代索纳塔九保养记录未上传厂家未回复,"I294,J299,",2020-06-13,信息审核
483774,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹未按时交车 不退订金,"K309,L312,",2020-06-13,信息审核
483771,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱漏顿挫多次维修未解决	,"B33,B19,B22,B95,J298,",2020-06-13,信息审核
483768,东风本田,本田CR-V,2017款 2.0L 净致版 混动,东风本田CR-V真皮方向盘严重起皮掉渣,"H81,",2020-06-13,处理反馈
483766,长安汽车,逸动DT,2019款 1.6L 自动 智享型 国VI,长安逸动DT没有排气管隔热瓦希望处理,"Q350,",2020-06-13,处理反馈
483765,上汽大众,朗逸,2015款 1.6 手动 舒适版,上汽大众朗逸变速箱发动机漏油严重,"A12,B22,",2020-06-13,信息审核
483763,东风悦达起亚,起亚K3,2019款 1.5L CVT 新锐版,东风悦达起亚K3仪表提示请挂入P挡,"B96,",2020-06-13,处理反馈
483759,东风悦达起亚,KX3傲跑,2020款 1.5L CVT 舒适版,东风悦达起亚KX3傲跑保险杠半脱落,"H179,",2020-06-13,厂家受理
483758,长安汽车,长安欧尚X7,2020款 1.5T 自动 尊贵型,长安欧尚X7变速箱控制系统异常,"B96,",2020-06-13,厂家受理
483757,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯有阴影影响大灯透光,"H82,",2020-06-13,处理反馈
483756,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响希望尽快处理	,"H15,",2020-06-13,信息审核
483755,北京奔驰,奔驰GLA,2019款 200 时尚型,北京奔驰GLA保质期内发动机底部漏油,"A12,",2020-06-13,信息审核
483754,北京奔驰,奔驰C级,2017款 改款 C 200 运动版,北京奔驰C级空调不制冷希望尽快处理,"H101,",2020-06-13,信息审核
483753,广汽讴歌,讴歌CDX,2019款 1.5T 两驱 畅享版,广汽欧歌CDX仪表显示检查变速器,"B96,",2020-06-13,信息审核
483751,林肯（进口）,大陆,2019款 2.0T 两驱 尊享版 国VI,林肯大陆车辆左右B柱异响影响使用,"H164,",2020-06-13,信息审核
